uesi_id,city,year,pm25_mean,who_year,who_val,term,estimate,std.error,statistic,p.value,trend
AFG_N21716195,"Kabul, AFG",2005,22.77,2021,Within WHO Interim Target 2 of 25µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2005,22.77,2005,Within WHO Interim Target 2 of 25µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2006,24.045,2021,Within WHO Interim Target 2 of 25µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2006,24.045,2005,Within WHO Interim Target 2 of 25µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2007,23.655,2021,Within WHO Interim Target 2 of 25µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2007,23.655,2005,Within WHO Interim Target 2 of 25µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2008,26.595,2021,Within WHO Interim Target 1 of 35µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2008,26.595,2005,Within WHO Interim Target 1 of 35µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2009,31.635,2021,Within WHO Interim Target 1 of 35µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2009,31.635,2005,Within WHO Interim Target 1 of 35µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2010,30.76,2021,Within WHO Interim Target 1 of 35µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2010,30.76,2005,Within WHO Interim Target 1 of 35µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2011,37.28,2021,Exceeding All Recommended Guidelines & Targets,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2011,37.28,2005,Exceeding All Recommended Guidelines & Targets,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2012,32.91,2021,Within WHO Interim Target 1 of 35µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2012,32.91,2005,Within WHO Interim Target 1 of 35µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2013,35.06,2021,Exceeding All Recommended Guidelines & Targets,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2013,35.06,2005,Exceeding All Recommended Guidelines & Targets,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2014,32.845,2021,Within WHO Interim Target 1 of 35µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2014,32.845,2005,Within WHO Interim Target 1 of 35µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2015,35.685,2021,Exceeding All Recommended Guidelines & Targets,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2015,35.685,2005,Exceeding All Recommended Guidelines & Targets,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2016,35.285,2021,Exceeding All Recommended Guidelines & Targets,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2016,35.285,2005,Exceeding All Recommended Guidelines & Targets,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2017,32.22,2021,Within WHO Interim Target 1 of 35µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2017,32.22,2005,Within WHO Interim Target 1 of 35µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2018,44.68333333,2021,Exceeding All Recommended Guidelines & Targets,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2018,44.68333333,2005,Exceeding All Recommended Guidelines & Targets,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2019,55.89040529,2021,Exceeding All Recommended Guidelines & Targets,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2019,55.89040529,2005,Exceeding All Recommended Guidelines & Targets,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2020,31.515,2021,Within WHO Interim Target 1 of 35µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2020,31.515,2005,Within WHO Interim Target 1 of 35µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2021,28.155,2021,Within WHO Interim Target 1 of 35µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2021,28.155,2005,Within WHO Interim Target 1 of 35µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2022,17.1,2021,Within WHO Interim Target 2 of 25µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AFG_N21716195,"Kabul, AFG",2022,17.1,2005,Within WHO Interim Target 2 of 25µg/m^3,year,0.675981011,0.162034048,4.171845478,0.000126001,"Kabul, AFG(<span style='color: red;'>&#x25BC;</span>)"
AGO_R11704226,"Luanda, AGO",1998,19.62111111,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",1998,19.62111111,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",1999,16.36111111,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",1999,16.36111111,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2000,14.95888889,2021,Within WHO Interim Target 3 of 15µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2000,14.95888889,2005,Within WHO Interim Target 3 of 15µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2001,18.56666667,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2001,18.56666667,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2002,17.10722222,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2002,17.10722222,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2003,15.02111111,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2003,15.02111111,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2004,16.58,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2004,16.58,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2005,17.07,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2005,17.07,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2006,14.86111111,2021,Within WHO Interim Target 3 of 15µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2006,14.86111111,2005,Within WHO Interim Target 3 of 15µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2007,17.93111111,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2007,17.93111111,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2008,18.41333333,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2008,18.41333333,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2009,16.99444444,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2009,16.99444444,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2010,19.44333333,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2010,19.44333333,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2011,17.955,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2011,17.955,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2012,18.35833333,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2012,18.35833333,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2013,19.53222222,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2013,19.53222222,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2014,16.78888889,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2014,16.78888889,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2015,18.45833333,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2015,18.45833333,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2016,18.835,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2016,18.835,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2017,17.38333333,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2017,17.38333333,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2018,17.09444444,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2018,17.09444444,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2019,19.19985238,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2019,19.19985238,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2020,15.59666667,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2020,15.59666667,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2021,13.58444444,2021,Within WHO Interim Target 3 of 15µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2021,13.58444444,2005,Within WHO Interim Target 3 of 15µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2022,8.8,2021,Within WHO Interim Target 4 of 10µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
AGO_R11704226,"Luanda, AGO",2022,8.8,2005,Within Recommended Value of 10µg/m^3,year,-0.075423244,0.044683848,-1.687930821,0.097912729,"Luanda, AGO(<span style='color: orange;'>&#x25C0;&#x25B6;</span>)"
ALB_R1250106,"Tirana, ALB",2000,26.6,2021,Within WHO Interim Target 1 of 35µg/m^3,year,-0.381605696,0.041495615,-9.196289688,8.29E-12,"Tirana, ALB(<span style='color: green;'>&#x25B2;</span>)"
ALB_R1250106,"Tirana, ALB",2000,26.6,2005,Within WHO Interim Target 1 of 35µg/m^3,year,-0.381605696,0.041495615,-9.196289688,8.29E-12,"Tirana, ALB(<span style='color: green;'>&#x25B2;</span>)"
ALB_R1250106,"Tirana, ALB",2001,20.7,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.381605696,0.041495615,-9.196289688,8.29E-12,"Tirana, ALB(<span style='color: green;'>&#x25B2;</span>)"
ALB_R1250106,"Tirana, ALB",2001,20.7,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.381605696,0.041495615,-9.196289688,8.29E-12,"Tirana, ALB(<span style='color: green;'>&#x25B2;</span>)"
ALB_R1250106,"Tirana, ALB",2002,22.5,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.381605696,0.041495615,-9.196289688,8.29E-12,"Tirana, ALB(<span style='color: green;'>&#x25B2;</span>)"
ALB_R1250106,"Tirana, ALB",2002,22.5,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.381605696,0.041495615,-9.196289688,8.29E-12,"Tirana, ALB(<span style='color: green;'>&#x25B2;</span>)"
ALB_R1250106,"Tirana, ALB",2003,23.4,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.381605696,0.041495615,-9.196289688,8.29E-12,"Tirana, ALB(<span style='color: green;'>&#x25B2;</span>)"
ALB_R1250106,"Tirana, ALB",2003,23.4,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.381605696,0.041495615,-9.196289688,8.29E-12,"Tirana, ALB(<span style='color: green;'>&#x25B2;</span>)"
ALB_R1250106,"Tirana, ALB",2004,22.7,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.381605696,0.041495615,-9.196289688,8.29E-12,"Tirana, ALB(<span style='color: green;'>&#x25B2;</span>)"
ALB_R1250106,"Tirana, ALB",2004,22.7,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.381605696,0.041495615,-9.196289688,8.29E-12,"Tirana, ALB(<span style='color: green;'>&#x25B2;</span>)"
ALB_R1250106,"Tirana, ALB",2005,21.8,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.381605696,0.041495615,-9.196289688,8.29E-12,"Tirana, ALB(<span style='color: green;'>&#x25B2;</span>)"
ALB_R1250106,"Tirana, ALB",2005,21.8,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.381605696,0.041495615,-9.196289688,8.29E-12,"Tirana, ALB(<span style='color: green;'>&#x25B2;</span>)"
ALB_R1250106,"Tirana, ALB",2006,20.8,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.381605696,0.041495615,-9.196289688,8.29E-12,"Tirana, ALB(<span style='color: green;'>&#x25B2;</span>)"
ALB_R1250106,"Tirana, ALB",2006,20.8,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.381605696,0.041495615,-9.196289688,8.29E-12,"Tirana, ALB(<span style='color: green;'>&#x25B2;</span>)"
ALB_R1250106,"Tirana, ALB",2007,24.2,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.381605696,0.041495615,-9.196289688,8.29E-12,"Tirana, ALB(<span style='color: green;'>&#x25B2;</span>)"
ALB_R1250106,"Tirana, ALB",2007,24.2,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.381605696,0.041495615,-9.196289688,8.29E-12,"Tirana, ALB(<span style='color: green;'>&#x25B2;</span>)"
ALB_R1250106,"Tirana, ALB",2008,22.4,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.381605696,0.041495615,-9.196289688,8.29E-12,"Tirana, ALB(<span style='color: green;'>&#x25B2;</span>)"
ALB_R1250106,"Tirana, ALB",2008,22.4,2005,Within WHO Interim Target 2 of 25µg/m^3,year,-0.381605696,0.041495615,-9.196289688,8.29E-12,"Tirana, ALB(<span style='color: green;'>&#x25B2;</span>)"
ALB_R1250106,"Tirana, ALB",2009,23.4,2021,Within WHO Interim Target 2 of 25µg/m^3,year,-0.381605696,0.041495615,-9.196289688,8.29E-12,"Tirana, ALB(<span style='color: green;'>&#x25B2;</span>)"
